ID,Date,HomeTeam,AwayTeam,FTR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,LBH,LBD,LBA,WHH,WHD,WHA,VCH,VCD,VCA
767,12/15/2013,Napoli,Inter,H,1.91,3.5,4,1.91,3.5,3.9,2,3.3,3.6,1.9,3.5,4,1.95,3.2,4.2,1.95,3.6,4.1
768,12/15/2013,Parma,Cagliari,D,1.8,3.6,4.33,1.83,3.4,4.5,1.8,3.4,4.35,1.85,3.4,4.33,1.91,3.4,4,1.87,3.6,4.75
769,12/15/2013,Udinese,Torino,A,1.91,3.4,4,1.95,3.3,4,1.9,3.35,3.9,1.9,3.4,4,2,3.2,4,1.95,3.4,4.5
770,12/16/2013,Milan,Roma,D,2.3,3.3,3.1,2.35,3.3,3,2.2,3.25,3.15,2.3,3.3,3,2.38,3.2,3,2.3,3.4,3.3
771,12/21/2013,Cagliari,Napoli,D,3.5,3.4,2.05,3.8,3.5,1.95,3.6,3.3,2,3.75,3.5,1.9,3.6,3.2,2.1,3.8,3.5,2.05
772,12/21/2013,Livorno,Udinese,A,3.1,3.1,2.4,3.1,3.1,2.4,2.85,3.2,2.4,3,3.2,2.4,2.9,3.1,2.5,3.2,3.2,2.5
773,12/22/2013,Atalanta,Juventus,A,7.5,4.2,1.44,7.25,4.2,1.45,7.3,4.4,1.4,7,4.33,1.44,7.5,4.2,1.44,8.5,4.2,1.45
774,12/22/2013,Bologna,Genoa,H,2.1,3.25,3.5,2.05,3.25,3.7,2,3.3,3.6,2.15,3.25,3.4,2.15,3.2,3.5,2.15,3.3,3.9
775,12/22/2013,Inter,Milan,H,2.63,3.3,2.63,2.5,3.3,2.75,2.5,3.3,2.65,2.5,3.3,2.75,2.7,3.1,2.7,2.75,3.3,2.62
776,12/22/2013,Roma,Catania,H,1.22,6.5,11,1.25,5.5,11.5,1.25,6,9,1.22,6,13,1.25,5.5,13,1.25,6.5,15
777,12/22/2013,Sampdoria,Parma,D,2.5,3.2,2.88,2.55,3.1,2.85,2.35,3.2,2.95,2.4,3.25,2.9,2.6,3.1,2.8,2.55,3.2,3.1
778,12/22/2013,Sassuolo,Fiorentina,A,4.33,3.4,1.85,4.4,3.5,1.8,4.5,3.5,1.75,4.5,3.6,1.75,4.33,3.2,1.91,4.2,3.6,1.95
779,12/22/2013,Torino,Chievo,H,1.83,3.3,4.75,1.75,3.5,4.75,1.8,3.5,4.2,1.8,3.4,4.5,1.83,3.1,5,1.87,3.4,5
780,12/22/2013,Verona,Lazio,H,2.7,3.2,2.63,2.75,3.2,2.55,2.6,3.2,2.6,2.75,3.3,2.5,2.7,3.1,2.7,3,3.25,2.6
781,1/5/2014,Chievo,Cagliari,D,2.38,3,3.25,2.3,3.1,3.25,2.3,3.1,3.1,2.3,3.1,3.25,2.4,3.1,3.1,2.45,3.1,3.4
782,1/5/2014,Fiorentina,Livorno,H,1.33,4.75,10,1.31,5,9.75,1.3,5,9,1.33,5,9,1.33,4.8,10,1.33,5.5,10
783,1/5/2014,Juventus,Roma,H,1.67,3.75,5,1.65,3.9,5,1.7,3.6,4.7,1.66,3.75,5,1.7,3.4,5.5,1.7,3.75,5.5
784,1/6/2014,Catania,Bologna,H,2.1,3.2,3.6,2.15,3.2,3.5,2.2,3.15,3.25,2.15,3.2,3.5,2.15,3.1,3.6,2.15,3.25,3.9
785,1/6/2014,Genoa,Sassuolo,H,2.1,3.3,3.5,2,3.3,3.8,2,3.3,3.6,2.05,3.3,3.75,2.15,3.1,3.6,2.15,3.3,3.7
786,1/6/2014,Lazio,Inter,H,2.4,3.3,2.88,2.55,3.3,2.7,2.6,3.2,2.6,2.6,3.3,2.62,2.5,3,3,2.5,3.3,3
787,1/6/2014,Milan,Atalanta,H,1.44,4.2,7.5,1.45,4.25,7,1.45,4,7,1.5,4,7,1.44,4,8,1.45,4.4,8.5
788,1/6/2014,Napoli,Sampdoria,H,1.36,4.75,8,1.35,5,8.25,1.4,4.4,7.3,1.4,4.5,8,1.4,4.2,9,1.4,5,9.5
789,1/6/2014,Parma,Torino,H,2.05,3.3,3.6,2.05,3.25,3.7,2.1,3.2,3.4,2.05,3.3,3.6,2.1,3.1,3.8,2.1,3.3,3.9
790,1/6/2014,Udinese,Verona,A,1.8,3.4,4.75,1.83,3.5,4.25,1.8,3.5,4.2,1.86,3.4,4,1.83,3.3,4.5,1.85,3.5,4.8
791,1/11/2014,Bologna,Lazio,D,3.1,3.1,2.38,3,3.2,2.4,2.85,3.2,2.4,3,3.25,2.37,3,3,2.5,3.25,3.12,2.45
792,1/11/2014,Livorno,Parma,A,3,3.2,2.38,3,3.25,2.35,2.8,3.2,2.45,2.9,3.25,2.4,3,3,2.5,3.2,3.25,2.45
793,1/12/2014,Atalanta,Catania,H,1.85,3.4,4.33,1.87,3.4,4.25,1.8,3.5,4.2,1.85,3.4,4.33,1.95,3.1,4.33,1.95,3.4,4.4
794,1/12/2014,Cagliari,Juventus,A,7,4.33,1.44,7.5,4.33,1.42,7.3,4.4,1.4,7.5,4.2,1.44,8,4,1.44,8.5,4.3,1.45
795,1/12/2014,Roma,Genoa,H,1.36,4.5,9,1.35,4.75,8.5,1.4,4.4,7.3,1.36,4.5,9.5,1.36,4.33,10,1.36,4.6,10
796,1/12/2014,Sassuolo,Milan,H,5,3.6,1.7,5,3.6,1.7,4.7,3.6,1.7,4.8,3.6,1.75,5.5,3.2,1.75,5.25,3.6,1.75
797,1/12/2014,Torino,Fiorentina,D,2.8,3.3,2.5,2.85,3.2,2.5,3,3.2,2.3,2.8,3.25,2.5,2.9,3,2.62,3,3.3,2.55
798,1/12/2014,Verona,Napoli,A,3.8,3.5,1.95,3.9,3.4,1.95,3.3,3.3,2.1,3.75,3.5,1.95,3.8,3.2,2.05,3.75,3.5,2.05
799,1/13/2014,Inter,Chievo,D,1.44,4.33,7,1.42,4.33,7.5,1.4,4.4,7.3,1.44,4.33,7,1.44,4,8,1.45,4.4,8
800,1/13/2014,Sampdoria,Udinese,H,2.38,3.2,3,2.5,3.1,2.95,2.3,3.2,3,2.4,3.2,3,2.5,3,3,2.55,3.2,3.1
801,1/18/2014,Juventus,Sampdoria,H,1.17,6.5,17,1.17,7,14,1.17,6.5,14,1.18,6.5,17,1.18,6.5,17,1.2,7,22
802,1/18/2014,Roma,Livorno,H,1.18,6.5,15,1.17,6.75,15.5,1.2,6,12,1.18,6.5,15,1.2,6,15,1.2,7,21
803,1/19/2014,Atalanta,Cagliari,H,2.45,3.1,3,2.35,3.1,3.2,2.2,3,3.4,2.37,3.1,3.2,2.25,3.2,3.3,2.5,3.2,3.2
804,1/19/2014,Bologna,Napoli,D,5,3.75,1.67,5,3.8,1.65,4.7,3.6,1.7,5,3.75,1.66,5,3.8,1.67,5.5,3.8,1.73
805,1/19/2014,Catania,Fiorentina,A,3.6,3.4,2.05,3.8,3.3,2,3.7,3.35,1.95,3.6,3.3,2.05,3.6,3.4,2.05,4,3.4,2.1
806,1/19/2014,Chievo,Parma,A,2.8,3.1,2.6,2.8,3,2.65,2.6,3.2,2.6,2.8,3.1,2.6,2.9,3,2.6,2.9,3.1,2.8
807,1/19/2014,Genoa,Inter,H,3.9,3.4,1.95,4,3.3,1.95,3.6,3.3,2,3.6,3.5,2,3.8,3.3,2,4,3.4,2
808,1/19/2014,Milan,Verona,H,1.44,4.33,7,1.45,4.33,6.75,1.42,4.4,7.2,1.44,4.33,7,1.5,4,7,1.45,4.5,7.5
809,1/19/2014,Sassuolo,Torino,A,2.7,3.2,2.6,2.7,3.2,2.6,2.75,3.2,2.5,2.75,3.3,2.5,2.8,3.3,2.5,2.9,3.3,2.62
810,1/19/2014,Udinese,Lazio,A,2.5,3.1,2.9,2.5,3.1,2.9,2.3,3.2,3,2.4,3.2,3,2.4,3.1,3.1,2.55,3.2,3.12
811,1/25/2014,Lazio,Juventus,D,4.75,3.6,1.73,5,3.7,1.7,4.6,3.6,1.72,4.8,3.6,1.72,5.5,3.3,1.73,5.4,3.6,1.75
812,1/25/2014,Napoli,Chievo,D,1.29,5.25,10,1.26,5.5,11,1.27,5.2,10,1.28,5,11,1.3,5,11,1.3,5.25,12
813,1/26/2014,Cagliari,Milan,A,3.8,3.3,2,4.1,3.4,1.91,3.8,3.45,1.9,4.2,3.5,1.85,4,3.3,1.95,4.1,3.4,2
814,1/26/2014,Inter,Catania,D,1.33,4.75,9.5,1.35,4.75,8.5,1.33,4.8,8.3,1.36,4.8,8,1.36,4.5,9,1.364,5,10.5
815,1/26/2014,Livorno,Sassuolo,H,2.4,3.1,3.1,2.4,3.1,3.1,2.2,3.2,3.2,2.25,3.2,3.25,2.4,3,3.2,2.45,3.2,3.25
816,1/26/2014,Parma,Udinese,H,2,3.3,3.8,1.87,3.4,4.25,1.9,3.45,3.8,1.91,3.4,4,2,3.2,4,2.05,3.3,4.1
817,1/26/2014,Sampdoria,Bologna,D,1.75,3.4,5,1.75,3.5,4.75,1.75,3.5,4.5,1.8,3.4,4.5,1.8,3.25,5,1.833,3.4,5.25
818,1/26/2014,Torino,Atalanta,H,1.75,3.4,5,1.75,3.6,4.6,1.8,3.4,4.4,1.8,3.5,4.5,1.8,3.25,5,1.8,3.5,5.25
819,1/26/2014,Verona,Roma,A,4.75,3.6,1.75,4.6,3.7,1.72,4.5,3.5,1.75,4.6,3.6,1.75,5,3.4,1.75,4.8,3.75,1.75
820,1/26/2014,Fiorentina,Genoa,D,1.33,4.75,10,1.33,5,9,1.35,4.8,7.6,1.36,4.8,8.5,1.36,4.5,9,1.364,5,10.5
821,2/1/2014,Bologna,Udinese,A,2.5,3.1,2.9,2.6,3,2.85,2.5,3.1,2.8,2.5,3.1,2.87,2.7,3,2.8,2.75,3.2,2.9
822,2/1/2014,Cagliari,Fiorentina,H,3.25,3.2,2.25,3.2,3.25,2.25,3.3,3.3,2.1,3.3,3.3,2.2,3.3,3.1,2.3,3.3,3.3,2.38
823,2/1/2014,Milan,Torino,D,1.6,3.8,5.75,1.57,3.8,6,1.6,3.7,5.4,1.65,3.75,5.5,1.67,3.3,6,1.57,3.8,5.5
824,2/2/2014,Atalanta,Napoli,H,4.33,3.4,1.85,4.2,3.7,1.8,4,3.45,1.85,4.2,3.5,1.83,4.5,3.3,1.85,4.2,3.6,1.92
825,2/2/2014,Catania,Livorno,D,1.91,3.4,4,1.91,3.4,4,2,3.3,3.6,1.9,3.4,4,1.91,3.2,4.33,1.92,3.4,4.5
826,2/2/2014,Chievo,Lazio,A,3.1,3.1,2.4,3,3.1,2.45,3,3.2,2.3,3.1,3.2,2.3,3,3,2.5,3.3,3.1,2.45
827,2/2/2014,Sassuolo,Verona,A,2.38,3.2,3,2.4,3.2,3,2.3,3.3,2.9,2.37,3.3,2.9,2.4,3.1,3.1,2.4,3.25,3.12
828,2/2/2014,Juventus,Inter,H,1.4,4.5,7.5,1.42,4.5,7.25,1.47,4,6.6,1.44,4.33,7,1.44,4,8,1.45,4.75,7.5
829,2/3/2014,Genoa,Sampdoria,A,2.5,3.2,2.88,2.6,3.1,2.8,2.5,3.1,2.8,2.45,3.2,2.87,2.7,3,2.8,2.55,3.2,3.1
830,2/8/2014,Fiorentina,Atalanta,H,1.44,4.33,7,1.42,4.4,7.25,1.4,4.4,7.3,1.44,4.33,7,1.5,3.6,8,1.5,4.4,7.5
831,2/8/2014,Napoli,Milan,H,2,3.4,3.75,1.91,3.5,3.9,2.1,3.3,3.3,1.95,3.4,3.8,2.05,3.1,4,2.1,3.4,3.7
832,2/8/2014,Udinese,Chievo,H,1.83,3.4,4.5,1.8,3.5,4.5,1.8,3.5,4.2,1.83,3.4,4.5,1.91,3.1,4.5,1.87,3.4,5
833,2/9/2014,Lazio,Roma,D,3.75,3.4,2,3.9,3.4,1.95,3.6,3.3,2,3.5,3.4,2.05,4,3.2,2,4,3.4,2.05
834,2/9/2014,Livorno,Genoa,A,2.4,3.2,3,2.4,3.2,3,2.5,3.1,2.8,2.5,3.25,2.8,2.4,3.1,3.1,2.45,3.2,3.3
835,2/9/2014,Parma,Catania,D,1.57,3.6,6.5,1.55,3.9,6,1.5,4,6.1,1.6,3.75,6,1.57,3.4,7.5,1.57,4,6.5
836,2/9/2014,Sampdoria,Cagliari,H,2.1,3.25,3.5,2.1,3.1,3.7,2,3.3,3.6,2.1,3.2,3.6,2.2,3,3.6,2.2,3.3,3.7
837,2/9/2014,Torino,Bologna,A,1.57,3.75,6,1.57,3.8,6,1.6,3.7,5.4,1.61,3.6,6,1.67,3.25,6.5,1.67,3.75,6.25
838,2/9/2014,Verona,Juventus,D,8,4.5,1.4,7.5,4.5,1.4,7.3,4.4,1.4,8,4.5,1.4,10,4,1.4,9,4.75,1.4
839,2/9/2014,Inter,Sassuolo,H,1.33,4.75,10,1.35,4.75,8.75,1.35,4.8,7.6,1.36,5,7.5,1.4,4,10,1.4,4.8,9.5
840,2/14/2014,Milan,Bologna,H,1.33,5,9,1.33,5,9,1.4,4.4,7.3,1.4,4.5,8,1.36,4.5,9,1.36,5,10
841,2/15/2014,Fiorentina,Inter,A,2.1,3.4,3.4,2,3.4,3.7,2,3.3,3.6,2.15,3.4,3.3,2.15,3.2,3.6,2.15,3.4,3.7
842,2/16/2014,Atalanta,Parma,A,2.5,3.25,2.8,2.55,3.1,2.85,2.4,3.2,2.85,2.4,3.2,3,2.62,2.9,3,2.7,3.25,2.9
843,2/16/2014,Cagliari,Livorno,A,1.75,3.4,5,1.72,3.5,5,1.75,3.5,4.5,1.75,3.4,5,1.8,3.3,5,1.8,3.6,5.25
844,2/16/2014,Catania,Lazio,H,3.3,3.2,2.25,3.2,3.2,2.25,3.2,3.2,2.2,3.4,3.25,2.2,3.4,3,2.3,3.5,3.25,2.3
845,2/16/2014,Genoa,Udinese,D,2.75,3.1,2.63,2.7,3.1,2.7,2.6,3.2,2.6,2.75,3.2,2.6,2.8,3,2.7,2.9,3.2,2.7
846,2/16/2014,Juventus,Chievo,H,1.14,7.5,17,1.12,8,19.5,1.17,6.5,14,1.14,7.5,19,1.17,7,17,1.17,8,22
847,2/16/2014,Sassuolo,Napoli,A,6,3.8,1.57,6,3.9,1.55,6.1,4,1.5,5.5,4,1.6,6,3.6,1.62,6,4,1.57
848,2/16/2014,Roma,Sampdoria,H,1.33,5,9,1.35,5,8.25,1.3,5,9,1.33,5,9,1.36,4.5,9.5,1.36,5,10.5
849,2/17/2014,Verona,Torino,A,2.3,3.3,3.1,2.5,3.2,2.85,2.4,3.2,2.85,2.4,3.3,2.9,2.5,3.1,3,2.5,3.3,3
850,2/22/2014,Bologna,Roma,A,7,4,1.5,7,3.9,1.5,5.4,3.7,1.6,6.5,4.2,1.5,6.5,4.2,1.5,7.5,4.2,1.5
851,2/23/2014,Chievo,Catania,H,2.15,3.1,3.6,2.2,3.1,3.5,2.1,3.2,3.4,2.1,3.2,3.6,2.2,3,3.6,2.2,3.25,3.75
852,2/23/2014,Inter,Cagliari,D,1.44,4.2,7.5,1.4,4.25,8.5,1.4,4.4,7.3,1.44,4.33,7,1.44,4,8,1.45,4.5,8
853,2/23/2014,Juventus,Torino,H,1.22,6,12,1.25,5.5,11.5,1.25,5.5,10.3,1.25,5.5,12,1.3,5,11,1.29,6,12
854,2/23/2014,Livorno,Verona,A,2.38,3.25,3,2.45,3.2,2.9,2.4,3.3,2.75,2.37,3.3,2.9,2.5,3,3,2.4,3.25,3.2
855,2/23/2014,Sampdoria,Milan,A,3.2,3.2,2.3,3.2,3.25,2.25,3.2,3.2,2.2,3,3.25,2.37,3.1,3.1,2.4,3.3,3.25,2.4
856,2/23/2014,Udinese,Atalanta,D,1.75,3.4,5,1.75,3.5,4.75,1.75,3.5,4.5,1.8,3.5,4.5,1.83,3.2,5,1.83,3.5,5.2
857,2/23/2014,Lazio,Sassuolo,H,1.44,4.2,7.5,1.45,4,7.75,1.4,4.4,7.3,1.44,4.33,7,1.5,3.6,8,1.45,4.2,8
858,2/24/2014,Napoli,Genoa,D,1.29,5,12,1.26,5.5,11,1.33,5,8,1.33,5,9,1.3,5,11,1.3,5.4,13
859,2/24/2014,Parma,Fiorentina,D,2.4,3.2,3,2.4,3.25,2.95,2.6,3.2,2.6,2.5,3.3,2.75,2.5,3,3,2.55,3.25,3
860,3/1/2014,Roma,Inter,D,1.62,3.8,5.5,1.67,4,5.25,1.7,3.6,4.7,1.66,3.75,5,1.7,3.2,6,1.7,3.7,6
861,3/2/2014,Atalanta,Chievo,H,2.05,3.25,3.75,2,3.1,4.1,2,3.2,3.75,2.05,3.25,3.75,2.1,3,4,2.15,3.1,4.2
862,3/2/2014,Cagliari,Udinese,H,2.38,3.2,3,2.45,3.1,3,2.4,3.2,2.85,2.4,3.2,3,2.5,3,3,2.55,3.12,3.2
863,3/2/2014,Fiorentina,Lazio,A,1.91,3.3,4.2,1.95,3.5,4.2,1.8,3.5,4.2,1.8,3.5,4.5,1.91,3.2,4.33,1.92,3.4,4.75
864,3/2/2014,Genoa,Catania,H,2.1,3.25,3.6,2.05,3.3,4,1.95,3.3,3.8,2.1,3.3,3.5,2.1,3.1,3.8,2.1,3.3,4.1
865,3/2/2014,Livorno,Napoli,D,6,4,1.53,6,3.9,1.55,5.6,3.9,1.55,6,4,1.57,6.5,3.5,1.6,6.5,4.1,1.6
866,3/2/2014,Milan,Juventus,A,3.6,3.5,2,3.6,3.5,2.1,3.2,3.2,2.2,3.4,3.4,2.1,4,3,2.1,4.1,3.4,2.05
867,3/2/2014,Sassuolo,Parma,A,3.5,3.4,2.05,3.3,3.4,2.15,3.6,3.3,2,3.5,3.3,2.1,3.5,3.1,2.2,3.4,3.4,2.15
868,3/2/2014,Torino,Sampdoria,A,1.83,3.25,4.75,1.91,3.25,4.33,1.95,3.3,3.8,1.91,3.4,4,1.95,3.1,4.33,1.95,3.3,4.75
869,3/2/2014,Verona,Bologna,D,1.91,3.5,4,1.85,3.4,4.33,1.9,3.45,3.8,1.95,3.5,3.8,2,3.2,4,2,3.4,4.33
870,3/8/2014,Catania,Cagliari,D,2.2,3.25,3.3,2.2,3.2,3.4,2.2,3.2,3.2,2.2,3.25,3.3,2.3,3.2,3.2,2.3,3.12,3.7
871,3/8/2014,Udinese,Milan,H,3,3.25,2.38,2.95,3.3,2.35,2.85,3.2,2.4,3.1,3.3,2.3,2.9,3.1,2.5,3.1,3.2,2.55
872,3/9/2014,Bologna,Sassuolo,D,1.91,3.4,4,1.9,3.3,4.2,1.85,3.45,4,1.95,3.4,3.8,2,3.2,4,2,3.4,4.33
873,3/9/2014,Chievo,Genoa,H,2.1,3.2,3.6,2.2,3.1,3.5,2.2,3.2,3.2,2.25,3.2,3.25,2.2,3,3.6,2.25,3.12,3.75
874,3/9/2014,Inter,Torino,H,1.57,4,5.5,1.5,4.25,6,1.55,3.9,5.6,1.53,4,6,1.62,3.6,6,1.6,4.1,6.5
875,3/9/2014,Juventus,Fiorentina,H,1.4,4.6,7.5,1.4,4.5,7.5,1.42,4.1,7.4,1.4,4.5,7.5,1.4,4.5,8,1.4,4.8,9.5
876,3/9/2014,Lazio,Atalanta,A,1.57,3.8,6,1.6,3.6,6.25,1.6,3.7,5.4,1.61,3.8,5.5,1.67,3.5,5.5,1.65,3.75,6.5
877,3/9/2014,Napoli,Roma,H,2.2,3.3,3.3,2.3,3.3,3.1,2.2,3.2,3.2,2.37,3.3,2.9,2.38,3.2,3,2.38,3.4,3.3
878,3/9/2014,Parma,Verona,H,1.73,3.7,4.6,1.72,3.6,4.75,1.8,3.5,4.2,1.72,3.75,4.5,1.73,3.6,4.75,1.73,3.8,5.25
879,3/9/2014,Sampdoria,Livorno,H,1.75,3.4,5,1.75,3.4,5,1.75,3.5,4.5,1.8,3.5,4.5,1.83,3.4,4.5,1.8,3.5,5.4
880,3/15/2014,Verona,Inter,A,3.25,3.4,2.15,3.5,3.3,2.1,3.3,3.3,2.1,3.25,3.4,2.15,3.5,3.2,2.15,3.75,3.4,2.15
881,3/16/2014,Atalanta,Sampdoria,H,2.25,3.2,3.3,2.4,3,3.2,2.2,3,3.4,2.25,3.1,3.4,2.4,3,3.2,2.4,3.12,3.5
882,3/16/2014,Cagliari,Lazio,A,2.75,3.1,2.63,2.7,3.1,2.7,2.5,3.2,2.75,2.7,3.2,2.7,2.8,3,2.7,2.9,3.1,2.8
883,3/16/2014,Fiorentina,Chievo,H,1.53,4,6,1.5,3.9,7,1.45,4,7,1.5,4,7,1.57,3.5,7,1.53,4.1,8
884,3/16/2014,Genoa,Juventus,A,7,4.33,1.44,8.75,4.2,1.4,7.3,4.4,1.4,8,4.33,1.44,8,4,1.44,9.5,4.6,1.44
885,3/16/2014,Livorno,Bologna,H,2.2,3.2,3.4,2.25,3.2,3.25,2.2,3.2,3.2,2.25,3.2,3.25,2.3,3,3.4,2.3,3.12,3.7
886,3/16/2014,Milan,Parma,A,1.8,3.6,4.33,1.83,3.6,4.2,1.85,3.45,4,1.8,3.6,4.5,1.85,3.3,4.5,1.85,3.6,4.8
887,3/16/2014,Sassuolo,Catania,H,2.2,3.2,3.4,2.25,3.1,3.4,2.2,3.2,3.2,2.25,3.2,3.25,2.3,3,3.4,2.3,3.12,3.7
888,3/17/2014,Roma,Udinese,H,1.36,4.5,9.5,1.4,4.5,7.5,1.35,4.8,7.6,1.4,4.5,8,1.44,4,8.5,1.4,4.6,10
889,3/17/2014,Torino,Napoli,A,3.4,3.3,2.15,3.4,3.3,2.15,3.6,3.3,2,3.4,3.4,2.15,3.4,3,2.3,3.5,3.4,2.25
890,3/22/2014,Chievo,Roma,A,6.5,3.6,1.57,6,3.7,1.6,5.1,3.6,1.65,6,3.75,1.61,6.5,3.4,1.62,7,3.8,1.62
891,3/22/2014,Torino,Livorno,H,1.62,3.6,6,1.6,3.7,6,1.7,3.6,4.7,1.66,3.6,5.5,1.62,3.6,6,1.62,3.75,7
892,3/23/2014,Bologna,Cagliari,H,2.3,3.1,3.25,2.35,3,3.3,2.2,3.15,3.25,2.3,3.1,3.4,2.4,3,3.2,2.4,3,3.6
893,3/23/2014,Catania,Juventus,A,8,4.5,1.4,9,4.6,1.35,7.6,4.8,1.35,8.5,4.5,1.4,8,4,1.44,10,4.6,1.4
894,3/23/2014,Inter,Atalanta,A,1.44,4.2,7.5,1.45,4.2,7.25,1.55,3.9,5.6,1.5,4,7,1.5,3.6,8,1.5,4.2,8.5
895,3/23/2014,Lazio,Milan,D,2.5,3.2,2.88,2.4,3.2,3,2.3,3.3,2.9,2.37,3.3,3,2.5,3,3,2.5,3.3,3.12
896,3/23/2014,Napoli,Fiorentina,A,1.83,3.5,4.33,1.85,3.6,4,1.9,3.45,3.8,1.9,3.5,4,1.85,3.3,4.5,1.83,3.6,4.6
897,3/23/2014,Parma,Genoa,D,1.57,3.75,6,1.6,3.7,6,1.7,3.6,4.7,1.61,3.75,5.5,1.67,3.3,6,1.65,3.75,6.5
898,3/23/2014,Sampdoria,Verona,H,2,3.3,3.8,2.05,3.2,3.8,1.95,3.25,3.9,2.1,3.3,3.5,2.05,3.1,4,2,3.4,4.33
899,3/23/2014,Udinese,Sassuolo,H,1.62,3.6,6,1.6,3.7,6,1.6,3.7,5.4,1.6,3.75,6,1.62,3.4,6.5,1.62,3.8,7
900,3/25/2014,Roma,Torino,H,1.4,4.5,8,1.4,4.5,7.5,1.37,4.6,7.5,1.4,4.5,8,1.4,4.5,8,1.4,4.6,10.5
901,3/26/2014,Atalanta,Livorno,H,1.83,3.4,4.5,1.78,3.4,4.75,1.75,3.5,4.5,1.8,3.5,4.5,1.8,3.5,4.6,1.85,3.5,5
902,3/26/2014,Cagliari,Verona,H,2.1,3.25,3.5,2.05,3.25,3.7,2.1,3.2,3.4,2.1,3.2,3.6,2.1,3.25,3.6,2.15,3.25,4
903,3/26/2014,Catania,Napoli,A,4.75,3.6,1.75,4.5,3.7,1.75,4.7,3.6,1.7,4.8,3.6,1.72,4.6,3.5,1.8,5.2,3.6,1.8
904,3/26/2014,Chievo,Bologna,H,2.1,3,4,2.1,2.9,4.1,2.1,3.15,3.45,2.15,3,3.75,2.15,2.8,4.2,2.15,3,4.33
905,3/26/2014,Fiorentina,Milan,A,2.2,3.3,3.25,2.2,3.4,3.2,2.1,3.3,3.3,2.2,3.4,3.2,2.25,3.3,3.2,2.25,3.25,3.7
906,3/26/2014,Genoa,Lazio,H,3,3.2,2.4,2.9,3.1,2.5,2.6,3.2,2.6,2.87,3.2,2.5,3,3.1,2.45,3.2,3.1,2.55
907,3/26/2014,Juventus,Parma,H,1.33,5,9,1.3,5,10,1.35,4.8,7.6,1.33,5,9,1.33,4.5,10,1.33,5.2,11
908,3/26/2014,Sassuolo,Sampdoria,A,2.6,3.2,2.75,2.7,3,2.8,2.85,3.2,2.4,2.7,3.2,2.62,2.62,3.2,2.75,2.8,3.1,2.9
909,3/27/2014,Inter,Udinese,D,1.67,3.75,5,1.65,3.7,5.25,1.6,3.7,5.4,1.66,3.75,5.5,1.67,3.6,5.5,1.7,3.75,6
910,3/29/2014,Bologna,Atalanta,A,2.3,3.1,3.25,2.4,3,3.2,2.3,3.1,3.1,2.3,3.2,3.1,2.4,3.1,3.1,2.45,3,3.4
911,3/29/2014,Milan,Chievo,H,1.4,4.5,8,1.4,4.5,7.5,1.4,4.4,7.3,1.44,4.2,7.5,1.44,4,8,1.44,4.5,9.5
912,3/30/2014,Lazio,Parma,H,2.1,3.3,3.5,2.1,3.3,3.5,2.2,3.2,3.2,2.1,3.3,3.5,2.2,3.1,3.5,2.2,3.2,3.9
913,3/30/2014,Napoli,Juventus,H,2.8,3.3,2.5,2.65,3.4,2.55,3,3.2,2.3,2.9,3.3,2.4,2.75,3.1,2.62,2.9,3.3,2.62
914,3/30/2014,Sampdoria,Fiorentina,D,2.88,3.2,2.5,2.75,3.25,2.55,2.6,3.2,2.6,2.9,3.3,2.4,2.8,3.1,2.6,3,3.12,2.7
915,3/30/2014,Sassuolo,Roma,A,7,3.75,1.53,6.25,4,1.53,7,4,1.45,7,4.2,1.44,6,3.75,1.57,7,4,1.57
916,3/30/2014,Torino,Cagliari,H,1.85,3.4,4.33,1.87,3.2,4.5,1.8,3.4,4.3,1.83,3.4,4.33,1.91,3.1,4.5,1.91,3.4,4.8
917,3/30/2014,Verona,Genoa,H,2.2,3.2,3.4,2.2,3.1,3.5,2.2,3.15,3.25,2.2,3.2,3.4,2.25,3.1,3.4,2.25,3.3,3.6
918,3/31/2014,Livorno,Inter,D,4,3.5,1.91,4.1,3.4,1.91,3.8,3.45,1.9,4,3.4,1.9,4.5,3.1,1.91,4.5,3.5,1.92
919,3/31/2014,Udinese,Catania,H,1.73,3.5,5,1.65,3.7,5.25,1.65,3.6,5.1,1.72,3.5,5,1.75,3.2,5.5,1.73,3.6,6
920,4/2/2014,Roma,Parma,H,1.4,4.75,7,1.4,4.5,7.5,1.4,4.4,7.3,1.4,4.5,7.5,1.44,4,8,1.45,4.75,8
921,4/5/2014,Chievo,Verona,A,2.38,3.1,3.1,2.4,3.1,3.1,2.2,3.1,3.3,2.25,3.2,3.25,2.5,3,3.1,2.45,3.1,3.4
922,4/5/2014,Inter,Bologna,D,1.36,4.5,9,1.35,4.75,8.75,1.45,4,7,1.4,4.5,8,1.4,4.33,9,1.36,4.6,11
923,4/6/2014,Atalanta,Sassuolo,A,1.8,3.6,4.33,1.7,3.6,5,1.7,3.6,4.7,1.8,3.5,4.5,1.8,3.3,5,1.85,3.5,5
924,4/6/2014,Cagliari,Roma,A,6,3.6,1.62,5.75,3.6,1.62,5.4,3.7,1.6,5,3.6,1.7,6,3.4,1.67,6.5,3.7,1.67
925,4/6/2014,Catania,Torino,A,2.5,3.2,2.88,2.6,3.1,2.8,2.5,3.25,2.7,2.5,3.2,2.8,2.62,3,2.9,2.7,3.12,3
